Linux x86_64,Linux x86_64,2,4,Google Inc. (Intel),"ANGLE (Intel, Mesa Intel(R) HD Graphics 400 (BSW), OpenGL 4.6)",1024x768,Chrome/125.0.0.0,127.0.0.1
Linux x86_64,Linux x86_64,2,4,Google Inc. (Intel),"ANGLE (Intel, Mesa Intel(R) HD Graphics 400 (BSW), OpenGL 4.6)",1024x768,Chrome/125.0.0.0,127.0.0.1
Ubuntu,Linux x86_64,2,Not Available,Mesa,"llvmpipe, or similar",1024x768,Firefox/126.0,127.0.0.1
Ubuntu,Linux x86_64,2,Not Available,Mesa,"llvmpipe, or similar",1024x768,Firefox/126.0,127.0.0.1,-3.096576 deg,-60.0506368 deg,5711.704932871458 m,Not Available,Not Available,Not Available
